;author;text;title
36;Rabindranath Tagore;"Vita della mia vita,
sempre cercherò di conservare
puro il mio corpo,
sapendo che la tua carezza vivente
mi sfiora tutte le membra.

Sempre cercherò di allontanare
ogni falsità dai miei pensieri,
sapendo che tu sei la verità
che nella mente
mi ha acceso la luce della ragione.

Sempre cercherò di scacciare
ogni malvagità dal mio cuore,
e di farvi fiorire l'amore,
sapendo che hai la tua dimora
nel più profondo del cuore.

E sempre cercherò nelle mie azioni
di rivelare te,
sapendo che è il tuo potere
che mi dà la forza di agire. ";Vita della mia vita
37;Unknown;"Giovedì 8 Maggio 2014 alle ore 21.00
alla Casa della Poesia di Milano,
Palazzina Liberty, Largo Marinai d'Italia 1, 
Nicola Crocetti, Tomaso Kemeny, Ezio Savino
presentano la nuova edizione integrale di
Quarta dimensione È morto
 crivellato dai baci dei suoi figli,
 assolto dagli occhi più dolcemente azzurri
 e dal cuore più sereno di altre volte,
 il poeta Leopoldo Panero,
 che nacque nella città di Astorga
 e trascorse la vita nel silenzio di una quercia.
 Che amò molto,
 bevve molto ed ora,
 gli occhi bendati,
 attende la resurrezione della carne
 qui, sotto questa pietra."; Epitaffio 
38;Jamie McKendrick;" I morti sono furfanti che fingiamo di amare.
 I loro visi di cera un rimprovero severo.
 Impariamo i loro segreti con disgusto:

 le loro azioni li rendono cattivi
 almeno come noi – anche peggio visto
 che sono morti e noi vivi e possiamo migliorare.

 I morti sono furfanti che fingiamo di amare.
 Sono morti volutamente, per dispetto
 succhiandoci la linfa per la loro arsura.

 Vestiamo le loro colpe di virtù irreali
 soltanto per farli stare al loro posto
 là dove devono, a una giusta distanza.

 I morti sono furfanti che fingiamo di amare
 benché a volte li sentiamo parlare
 esattamente come ci parlarono,

 e li vediamo sorridere come un tempo sorrisero,
 con i capelli vividi che avevano in vita."; Vividi 
39;Jamie McKendrick;" Quel primo giorno, per mettermi sotto,
 i miei compagni induriti
 mi spedirono saltellante come una scimmietta
 dalla ringhiera più alta

 giù alla baracca del caposquadra
 a chiedere un sacchetto di chiodi di cielo.
 Il caposquadra si chiese quale sfumatura
 di azzurro avessi in mente, esattamente.

 Ne ho bisogno ancora oggi di quei chiodi di cielo
 con la loro filettatura impercettibile
 e la capocchia indistruttibile

 capaci di inchiodare ogni cosa
 al nulla
 e farcelo stare."; Chiodi di cielo 
40;Jamie McKendrick;" Se lo spazio comincia in una zona incerta
 dove il caso che due molecole di gas collidano
 è più raro di un cane verde o di una luna blu
 allora nulla è più vicino di così al niente.

 Nostalgia per la terra e la sua atmosfera
 fiaccava ossa e carne agli astronauti.
 Svegliandoti trovavi un tuo compagno in tuta
 che alla domanda: ""dove vai"", diceva: ""a fare un giro""

 e ti toccava dormire tra il suo corpo e la porta a pressione.
 Un altro sentiva un cane abbaiare e un bambino piangere
 a metà strada dalla luna. Ciò che un tempo era il cielo

 ora è un deserto oltre ogni pensiero.
 E mai tanto acutamente come da là fuori
 chi è perso può sentire la terra come il solo paradiso."; Là fuori 
41;Valentino Zeichen ;"L'alchimia è eresia
 la chimica, al contrario, è religiosa
 ammirate nelle ascensioni
 la competenza che i ministri della chiesa
 ebbero in fatto di gas.

 Le depressioni della gravità
 sono avverse
 ad ogni elevazione morale.

 Invano agguantanuvole
 annaspano in aria
 per aprire un varco al miracolo. ";Assunzioni esemplari
42;Teresa Wilms Montt ;" Due seni pallidi e inquietanti insieme; occhi 
 rapiti
 di lubricità, e una carezza impudica e carnale,
 di traverso al mio passo e al mio cammino. E una voce
 dal suono indefinibile, come il duro singhiozzo
 di un bambino, che mi sussurra: Vieni! Io sono l’eros.

 Ed io andavo seguendo questa menade folle, come
 un lembo d’acciaio segue la calamita. Avanzavo
 sospinta dal mistero... S’eran fatte di ghiaccio le
 mie labbra, chiusa la gola da sbarre di ferro. Il mio
 sguardo era lucido d’umore, gli occhi raggianti come
 pietre alcoliche...

 E ritornai, le labbra insonnolite, gli occhi accecati e
 trepide le mani contro se stesse in orrido conflitto,
 assetate di scempio e, nel mio cuore, una sorta
 di marchio rosso fuoco, denso della più amara delusione.
 Ma io non ero lì: non mi porgeva, la baccante folle,
 alcun rimedio per il mio mal d’amore.";Inquietudini sentimentali
43;Nikola Madzirov;" Nello spazio fra
 le quattro stagioni ti troverò,
 quando si portano a passeggio i bambini
 e le anime sono rese
 come piatti sporchi
 in una mensa operaia.

 Non siamo una religione
 e nessuno crede nelle
 nostre sacre scritture.

 I nostri sguardi si nascondono
 fra le pieghe delle tende
 che fanno filtrare le preghiere d'altri
 e la luce cadente.

 Si toccheranno i nostri angeli
 quando ci abbracciamo
 nell'oscurità, qualcuno accenderà una candela
 per proclamare un regno?

 Siamo la luce di un fiammifero bruciato
 che al toccarlo
 diviene polvere."; Luce e polvere 
44;Roberto Lerici;"Quest’amore, quest’amore, quest’amore.
Quest’amore malato, denutrito,
fatto di parole smozzicate;
quest’amore usato, digerito,
buttato in pasto al popolo ignorante,
come fosse una cosa interessante;
quest’amore corrotto dalla noia
dei grandi amatori della storia,
masticato da cento letterati,
vomitato da principi prelati;
quest’amore che accoglie, che perdona,
fatto per gente dalla bocca buona,
è un amore di fradicia letizia,
che assolve tutto, pure l’ingiustizia;
quest’amore sciancato, deficiente,
sbattuto sulla faccia della gente
come l’osso al cane disperato;
quest’amore scarnito, rosicchiato,
coi suoi stracci di corpo denudato;
quest’amore di cui si parla, tanto
celebrato con tutte le grancasse,
quest’amore è disceso tra le masse,
elargito per grazia del potere
perché tutti ne possano godere.
È un amore deforme, malandato,
generato dal vecchio capitale,
fra le cosce del mondo occidentale.
Per quest’amore è meglio non cantare,
perchè non c’è una musica che tenga
e questa mia canzone sgangherata
non so nemmeno cosa la sostenga.
Avessi almeno la grazia più scollata,
di una puttana sola, disperata,
piuttosto che la facile mania,
il fascino merdoso, di questa borghesia.
Ma quell’amore che era una certezza,
s’è assopito con l’ultima carezza,
ha piegato pian piano le sue foglie,
rinunciando, per ora, alle sue voglie.
L’anima mia per questo s’è ammalata,
non sogna più e resta addormentata.
Prima che il vuoto tutti ci divori,
che venga, venga presto,
il tempo in cui ci si innamori.";Quest’amore
45;Roberto Lerici;"Mi' padre è morto partigiano
a diciott'anni fucilato ner nord, manco so dove;
perciò nun l'ho mai visto, so com'era 
da quello che mi' madre me diceva:
giocava nella Roma primavera.

Mo l'antra notte, mentre che dormivo, 
sarà stato due o tre notti fa,
m'e' parso de svejamme all'improvviso 
e de vedello, come fusse vero;
sulla faccia c'aveva un gran soriso, 
che spanneva 'na luce come un cero.

- Ammazza, come dormi - m'ha strillato,
era proprio lui, ne so' sicuro,
lo stesso della foto che mi' madre 
ciaveva sur comò, dietro na fronda 
de palma tutta secca, benedetta,
un regazzino, che ride in camiciola, 
cor fazzoletto rosso sulla gola.

Ma siccome sognavo i sogni miei, 
pe' la sorpresa j'ho chiesto: - Ma chi sei?-
- So' tu' padre - ma detto lui ridenno 
- forse che te vergogni alla tua età
de chiamamme cor nome de papà? -

- No, papà, te chiamo come hai detto, 
me fa ride vedette ar naturale,
scuseme tanto se me trovi a letto, 
che voi sape'? Nun me posso lamenta',
nun so' un signore, trentadu' anni, 
davanti c'ho na vita,
ancora nun è chiusa la partita. -
Lo sai, da quanno mamma s'è sposata 
co' mi' padre, che invece è er mi' patrigno... 
credo sett'anni dopo la tua morte... -

A 'ste parole ho visto che strigneva un poco l'occhi, 
come quanno se sta ar sole troppo forte.
- Scusa papa', credevo lo sapessi -
Ma lui, ridenno senza facce caso, 
spavardo, spenzierato, m'ha risposto:

- Ma che ne so io de quello che è successo, 
io so' rimasto come v'ho lassato,
quanno giocavo, giocavo, giocavo...
giocavo a calcio e mica me stancavo, 
giocavo co' tu madre e l'abbracciavo,
giocavo co' la vita e nun volevo, 
coi fascisti però nun ce giocavo,
io sparavo, sparavo, sparavo. -

Poi m'ha toccato i piedi dentro al letto 
e ha fatto un cenno, come da di' - Sei alto! -
- E dimmi - dice - prima d'anna' via, 
che n'hai fatto della vita 
che t'ho dato giocanno co la mia... 
Vojo sape' sto monno l'hai cambiato?
Sto gran paese l'avete trasformato? 
L'omo novo è nato o nun è nato?
In qualche modo c'avete vendicato? 
- e rideva co' l'occhi, coi capelli,
sembrava quasi lo facesse apposta. 
Me sfotteva, capito, quer puzzone
rideva e aspettava la risposta.

- Ma tu che voi co' tutte 'ste domanne? 
Mo' perché sei mi' padre t'approfitti.
Tu m'hai da rispetta', io so' più grande!
Va beh adesso accampi li diritti 
perché sei partigiano fucilato... 
ma se me fai sveja' io t'arisponno, 
mabbasta solo che aripijo fiato.

Certo che la vita è migliorata! 
Avemo pure fatto l'avanzata.
Travolgente hanno scritto sui giornali. -

- Mejo così - me fa - se vede che è servito... 
vedi quanno che m'hanno fucilato
Nun ho strillato le frasi de l'eroi 
pensavo a voi che sullo stesso campo 
avreste certo vinto la partita 
pure che io perdevo er primo tempo. -

- No, un momento papà, te spiego mejo... 
nun è che avemo proprio già risorto
nella misura in cui ci sta er risvorto emh... 
E allora quer ragazzo de mi' padre 
che stava a pettinasse nello specchio 
s'arivorta me fissa e me domanna:
- Ma insomma, adesso er popolo comanna?-

Qui so zompato sur letto, co' na mano 
m'areggevo le mutanne, co' l'altra 
cercavo de toccallo, e nun potevo.
Allora j'ho parlato, 
perché m'aveva preso come 'na malinconia 
e nun volevo che se ne annasse via 
prima de sape' bene come è stato.

- Sei ragazzo, papa', come te spiego 
nun poi capi' come cambia er monno.. 
Ce vole tempo, er tempo se li magna 
i sogni nostri, io, sai che faccio, aspetto! 
Tutto quello che viene, io l'accetto, 
semo contenti se la Roma segna, 
li compagni so' tanti e li sordi pochi...
e nun ce sta più tempo pe' li giochi! -

- Ma so' sempre quelli te strappano le penne, 
ma tu nun poi capi' papa', sei minorenne, 
se eri vivo te daveno trent'anni, 
mejo che torni da dove sei venuto, 
perché quelli che t'hanno fucilato, 
proprio quelli lì qui te fanno mori' tutti li giorni! 
Lassa perde papà, qui nun e' aria, 
semo cresciuti...nun semo piu' bambini, 
torna a gioca' co' l'artri regazzini
che hanno fatto come hai fatto tu, 
noi semo seri...e nun giocamo più.

A 'sto punto mi padre s'e' stufato, 
ha fatto du' spallucce, un saluto,
s'è rimesso in saccoccia la sua gloria 
e vortanno le spalle se n'e' annato
ripetendo nel vento la sua storia:

- Ma che ne so io de quello che è successo, 
io so' rimasto come v'ho lassato,
quanno giocavo, giocavo, giocavo...
giocavo a calcio e mica me stancavo, 
giocavo co' tu' madre e l'abbracciavo,
giocavo co' la vita e nun volevo, 
coi fascisti io però nun ce giocavo... 
io sparavo, sparavo, sparavo.";Mio padre è morto partigiano
46;Harry Martinson;" La luna piena risplende sul mare
 e tu nel mio cuore.
 La riva attende e invecchia. Tu non vieni mai.
 Fugace il sentiero lunare sul mare che inghiottì
 il veliero col quale a lungo avremmo vagato
 condotti dal desiderio, suonando il flauto e la cetra
 unendo canto e carne nell'argenteo vento. "; Appello
47;Diego Valeri;"Case nel sole: una striscia di giallo,
di scialbo giallo, su prati nevati.
(Alberi, dietro: alti pioppi sfumati
dentro un sottile pulviscolo d'oro).
Lucide chiazze di cupo viola
sui tetti bianchi: la neve si sfa.
Finestre aperte; bucato a festoni;
donne affacciate…  E' l'inverno che va…";Disgelo
48;Diego Valeri;"Si cammina sul filo degli anni 
da esperti funamboli. 
È un difficile andare ma si va. 
E intanto il mondo, attorno, 
muta faccia e colore. Senza posa 
ogni creata cosa 
in poco d'ora ci diventa strana. 
E con le cose ci mutiamo noi, 
d'oggi in domani. 
Solo sta fermo nel fondo di noi 
quel nostro tempo primo, 
l'infanzia, all'ombra della madre, sotto 
il crocifisso piccolo di avorio.";Si cammina sul filo degli anni
49;Diego Valeri;"Un fresco sussurrio d'acque correnti:
è il pero che stormisce sul mio capo, 
tocco appena da un alito di vento. 
Levo lo sguardo dalla bianca pagina 
su cui da' rami piovono fuggevoli 
occhiatine di sole abbarbaglianti. 
Intorno a me non è che un dondolio 
lungo di steli dalla grossa testa
e uno svolio di vespe e di mosconi. 

Null'altro vedo dal mio letto d'erba,
se non, in cima al colle. un filaretto 
d'azzurri ulivi, dentro il cielo candido. 
Ma sento, sento che un'immensa gioia 
e un'infinita pace è in ogni cosa,
che in ogni fibra e in ogni infinitesimo 
atomo vivo è penetrata e regna
la tua felicità, divina Estate ... ";Estate
50;Diego Valeri;"Tutto il cielo cammina come un fiume,
grandi blocchi traendo di fiamma e d’ombra.
Tutto il mare rompe, onda dietro onda,
splendido, alle fuggenti dune.
L’albero, chiuso nel puro contorno,
oscuro come uno che sta su la soglia,
muto guarda, senza battere foglia,
gli spazi agitati dal trapasso del giorno.";Albero
51;Diego Valeri;"Quella vecchia vecchia storia, 
questo pianto senza fine. 
Storia di un uomo e di una donna, 
vecchia come il mondo. 
Ma al tempo che fu nostro, 
essa fu solo nostra, 
e segreta e splendente: 
storia vera come la morte. 
E fu infatti la morte a dire 
la parola suprema, 
la verità, 
di quel nostro sognare la vita.";Quella vecchia vecchia storia
52;Diego Valeri;"Labile autunno: la foglia sospesa
al ramo nudo, mortalmente pallida;
la nuvola distesa,
bianca sopra l'azzurro; i fiori gialli...
Appena mosso, il vento è come voce
d'acqua che lenta vada alla perduta
sua foce.
Labile autunno: la foglia è caduta.";Sentimenti dell'Autunno
53;Diego Valeri;"Di sul muretto bigio, un testo di gerani
mi sorride l'invito. Sosto. Oh felicità!
Dal cancello m'appare, tra vigne e melograni,
il viso allegro e mesto della mia prima età.
Orto d'altri, nessuno t'ha posseduto mai
come questo passante che, fermo sulla tua soglia,
guarda le roselline vibrare sui rosai
e il gran cespo di lauri lustrare da ogni foglia. 
Nessuno ha tanto amato la tua bellezza buona
tra il nereggiar del fico e il giallo dei bambù,
se non fosse l'uccello che a cantar s'abbandona
mentre sui fiori smania il calabrone blu...
Guardo e sorrido. E' l'orto sognato in fanciullezza,
nello squallido esilio d'un chiuso terzo piano.
Tanta frescura molle, tanta rude dolcezza
sveglia il mio cuore antico do poeta-ortolano.
Guardo le architetture ricche di pergolati, 
i fagioli e i piselli in ricci rococò,
i pomodori verdi appena un po' arrossati,
la rosa troppo rosa sul petto del bersò,
le tenere lattughe presso la concimaia,
le salvie inargentate su l'orlo delle aiuole, 
i cupi rosmarini dentro la turba gaia
delle dalie vermiglie ubriache di sole...
Come mi ride il cuore!| Piccole cose care,
da quanto quanto tempo vi avevo entro di me...
Ma vedo un ragnatelo luccicare e tremare...
E il cuor mi piannge; e sono triste; e non so perché...";Orto
54;Diego Valeri;"E così te ne vai tu pure, estate.
Di giorno in giorno più breve è la luce, 
più basso il cielo.
Un’ala lunga di vento
si stende liscia su la faccia del mondo.
È il vento umido, molle, delle sere precoci. 
Cosa più resta al vecchio cuore
che già si gonfia di pianto?
Restano le tristi dolcezze di autunno
E la luce dell’ultima sera.";E così te ne vai tu pure, estate
55;Diego Valeri;"I giorni, i mesi, gli anni
dove mai sono andati?
Questo piccolo vento
che trema alla mia porta,
uno a uno, in silenzio,
se li è portati via.
Questo piccolo vento
foglia a foglia mi spoglia
dell’ultimo mio verde
già spento. E così sia.";I giorni, i mesi, gli anni
